From,To ,Capacity,CU (%)
2801109,2803993,3,0.113895216
2798881,2798930,6,0.227790433
2799197,2273179,33,1.25284738
2801314,2801167,3,0.113895216
2815022,2799197,3,0.113895216
2804080,2273179,3,0.113895216
2805023,2801167,3,0.113895216
2801373,2273179,3,0.113895216
2801167,2273179,54,2.050113895
2802447,2799197,6,0.227790433
2798930,2273179,48,1.822323462
2801259,2273179,3,0.113895216
2799355,2801167,3,0.113895216
2800914,2798961,3,0.113895216
2813996,2273179,3,0.113895216
2801310,2273179,3,0.113895216
2803897,2798930,6,0.227790433
2803469,2273179,3,0.113895216
2801235,2799197,3,0.113895216
2801267,2798961,3,0.113895216
2804074,2798930,3,0.113895216
2799150,2273179,3,0.113895216
2801038,2273179,3,0.113895216
2803530,2802447,3,0.113895216
2804683,2273179,6,0.227790433
2893335,2273179,3,0.113895216
2795920,2794912,3,0.113895216
2795169,2795145,3,0.113895216
2827050,1549315,3,0.113895216
2795237,2794912,12,0.455580866
2796217,2792747,6,0.227790433
2793054,2794912,3,0.113895216
2795963,2795145,3,0.113895216
2792528,2796217,3,0.113895216
2796326,2793297,6,0.227790433
2792747,2795145,9,0.341685649
2834882,3502569,3,0.113895216
2795042,2795145,3,0.113895216
2774406,2795237,6,0.227790433
2796338,2789984,6,0.227790433
2796767,3113795,3,0.113895216
2832338,1549315,3,0.113895216
3113795,3386834,6,0.227790433
2795969,2795145,3,0.113895216
2796071,2794912,3,0.113895216
2832325,1549315,3,0.113895216
3696525,2793297,15,0.569476082
2796530,2796338,3,0.113895216
2825012,2836054,3,0.113895216
2796593,3077830,6,0.227790433
2960053,2794912,6,0.227790433
2796858,3077830,3,0.113895216
3707516,1549315,3,0.113895216
2789986,2980204,9,0.341685649
2813399,2792911,3,0.113895216
2796474,2796711,3,0.113895216
2825015,1549315,3,0.113895216
2793187,2795237,3,0.113895216
2793120,2960053,3,0.113895216
2789989,2793297,3,0.113895216
2793297,2866231,187,7.099468489
2820223,1549315,3,0.113895216
2827107,1549315,3,0.113895216
3065648,2794912,3,0.113895216
3553810,3077830,3,0.113895216
2795175,2792911,3,0.113895216
2825033,1549315,3,0.113895216
2793393,3729790,3,0.113895216
2796628,2795145,6,0.227790433
3511425,2861301,18,0.683371298
3713054,2836560,3,0.113895216
2825032,1549315,3,0.113895216
2792820,2795145,3,0.113895216
2825080,1549315,3,0.113895216
2796596,2796628,3,0.113895216
2796298,2796326,3,0.113895216
3386834,3696525,9,0.341685649
2871169,2834845,3,0.113895216
2836560,1549315,12,0.455580866
3200115,2859230,3,0.113895216
3502569,1549315,6,0.227790433
2866910,3511425,3,0.113895216
3077830,2793297,42,1.59453303
2789984,2795145,9,0.341685649
2825009,1549315,3,0.113895216
2832283,1549315,3,0.113895216
2796454,2795145,3,0.113895216
2772183,2793297,3,0.113895216
3223123,3696525,3,0.113895216
2794912,2793297,45,1.708428246
2792459,2794912,3,0.113895216
2795909,2794912,3,0.113895216
2864955,2859240,30,1.138952164
3373814,2980204,3,0.113895216
2796337,2793297,3,0.113895216
2796135,2774406,3,0.113895216
2796576,2980204,3,0.113895216
2796167,2796522,3,0.113895216
2827010,1549315,3,0.113895216
2980204,3077830,24,0.911161731
2796319,2980204,3,0.113895216
2796522,2836053,9,0.341685649
2795145,2793297,60,2.277904328
2792911,2795145,15,0.569476082
2820224,1549315,3,0.113895216
2792661,2796522,3,0.113895216
2792761,2793297,3,0.113895216
2796230,2796593,3,0.113895216
2804461,2793297,3,0.113895216
2880213,3197186,3,0.113895216
2796306,2794912,3,0.113895216
2795179,2980204,3,0.113895216
2820221,1549315,3,0.113895216
2834845,3511425,9,0.341685649
2793160,2789986,3,0.113895216
3675881,2861301,3,0.113895216
3095614,2789986,3,0.113895216
2793066,3077830,3,0.113895216
2796711,2792911,6,0.227790433
2796205,2794912,3,0.113895216
2820225,1549315,3,0.113895216
2859241,1549315,3,0.113895216
2866231,2859240,193,7.327258922
2859240,1549315,226,8.580106302
3773032,2861301,3,0.113895216
2836646,2834845,3,0.113895216
2866234,2866231,3,0.113895216
2859234,1549315,3,0.113895216
2859230,1549315,9,0.341685649
2866230,2973555,3,0.113895216
3729790,2864955,27,1.025056948
2861281,2858949,3,0.113895216
3197186,1549315,6,0.227790433
2859205,3727460,3,0.113895216
3258762,3511425,3,0.113895216
2836054,1549315,6,0.227790433
3836053,2859238,3,0.113895216
2834998,2859230,3,0.113895216
2864059,3729790,3,0.113895216
3023330,1549315,3,0.113895216
2859238,1549315,6,0.227790433
2859334,2793297,3,0.113895216
2835096,1549315,3,0.113895216
2834986,1549315,3,0.113895216
2834999,1549315,3,0.113895216
3727460,1549315,9,0.341685649
2858949,2836560,6,0.227790433
2973555,3729790,6,0.227790433
2861301,1549315,26,0.987091875
2836053,3729790,12,0.455580866
2859256,3727460,3,0.113895216
2797411,2795406,3,0.113895216
2793533,1761423,161,6.112376614
2797517,2832659,3,0.113895216
2797431,1761423,3,0.113895216
2797275,3447928,3,0.113895216
2795306,2851129,3,0.113895216
2793524,3836431,3,0.113895216
3218968,2793672,12,0.455580866
2795399,3836431,3,0.113895216
2849131,2795332,3,0.113895216
3771102,3447928,3,0.113895216
2793770,3836431,3,0.113895216
2962227,2795332,3,0.113895216
2797282,2797514,3,0.113895216
2797496,3792630,3,0.113895216
2797267,2910827,3,0.113895216
2797462,3836431,3,0.113895216
2797513,2795410,3,0.113895216
2797297,2851129,3,0.113895216
2793553,3836431,3,0.113895216
2797477,2833558,3,0.113895216
2793863,2797358,3,0.113895216
2793878,2795384,6,0.227790433
3416175,2793623,3,0.113895216
2849128,2797358,3,0.113895216
2793512,1761423,3,0.113895216
2797268,2793672,3,0.113895216
2797424,2793533,3,0.113895216
2795369,3836431,3,0.113895216
3086464,3368240,3,0.113895216
2958247,2793533,107,4.062262718
3783591,3836431,3,0.113895216
2797448,2795410,3,0.113895216
2793678,2795410,3,0.113895216
2793631,3836431,3,0.113895216
2797252,2795361,3,0.113895216
2793769,2795361,3,0.113895216
3338894,3836431,3,0.113895216
2793620,3836431,6,0.227790433
2797355,3334575,3,0.113895216
2793861,2795332,3,0.113895216
2793740,2852638,3,0.113895216
2793613,3487229,3,0.113895216
2793562,3704554,3,0.113895216
2795404,2797310,3,0.113895216
2797349,2795332,3,0.113895216
2793662,3447928,3,0.113895216
3140622,2793533,3,0.113895216
2797340,3836431,3,0.113895216
2797262,2793533,3,0.113895216
2795361,3836431,18,0.683371298
2795332,2795410,39,1.480637813
2793731,2827231,6,0.227790433
2793580,2795410,3,0.113895216
2797383,2817399,3,0.113895216
3759365,1761423,3,0.113895216
3315751,3836431,3,0.113895216
2797334,2851129,9,0.341685649
2797370,2849122,3,0.113895216
2797388,1761423,3,0.113895216
2797426,1761423,3,0.113895216
3695055,2793709,3,0.113895216
2797317,3836431,3,0.113895216
2793856,2795332,3,0.113895216
2793552,2795410,3,0.113895216
2793576,2797314,3,0.113895216
3349116,2797358,3,0.113895216
2793666,2793731,3,0.113895216
2797515,3836431,3,0.113895216
2811524,2849122,3,0.113895216
2793840,3836431,3,0.113895216
2795327,3068016,3,0.113895216
2797507,2793620,3,0.113895216
2797311,1761423,3,0.113895216
2797358,3836431,39,1.480637813
2797335,2795361,3,0.113895216
2797365,3836431,3,0.113895216
2793595,3792630,3,0.113895216
2797575,2797310,3,0.113895216
2797561,1761423,3,0.113895216
2797493,3069006,3,0.113895216
3069006,3386734,12,0.455580866
2795410,1761423,252,9.567198178
2793572,2795361,3,0.113895216
2910827,1761423,6,0.227790433
2797579,3273382,6,0.227790433
2797536,2797312,3,0.113895216
2793596,3202589,3,0.113895216
2793790,3333879,3,0.113895216
2795406,3079581,6,0.227790433
2797461,3447928,3,0.113895216
2830643,2797570,6,0.227790433
2795336,1761423,128,4.859529233
2793798,2795332,3,0.113895216
2797390,2793533,3,0.113895216
3152232,3836431,3,0.113895216
2797312,3836431,6,0.227790433
2793707,3113804,3,0.113895216
2793640,2793709,3,0.113895216
2797360,2795410,3,0.113895216
2797459,3704554,3,0.113895216
2793809,2795332,3,0.113895216
2797509,3836431,3,0.113895216
3598900,3273382,3,0.113895216
2797526,2793533,3,0.113895216
2797342,3836431,3,0.113895216
2797512,1761423,3,0.113895216
2793728,3273382,6,0.227790433
2795391,2793533,3,0.113895216
2797528,1761423,3,0.113895216
3683950,2795328,3,0.113895216
3254809,2795410,3,0.113895216
2780802,2795410,3,0.113895216
2779727,2795367,3,0.113895216
2793714,3836431,9,0.341685649
2942291,3836431,3,0.113895216
2795384,2793531,21,0.797266515
2793802,2990474,3,0.113895216
3541093,2793728,3,0.113895216
2797514,2797310,6,0.227790433
2793796,3218968,3,0.113895216
2797285,3836431,3,0.113895216
2849138,3836431,3,0.113895216
2797258,3836431,3,0.113895216
2793571,3836431,3,0.113895216
2793810,3386734,3,0.113895216
2797404,2833558,3,0.113895216
2793872,2795384,3,0.113895216
3095321,3159164,3,0.113895216
2793788,3836431,3,0.113895216
2795319,3316786,6,0.227790433
2797265,3836431,3,0.113895216
2793859,2849122,3,0.113895216
2793672,2795410,18,0.683371298
2793673,1761423,3,0.113895216
3407224,2793714,3,0.113895216
2797488,3844450,3,0.113895216
2793634,1761423,3,0.113895216
2793574,3844450,3,0.113895216
3106977,1761423,3,0.113895216
2793832,2793533,3,0.113895216
2795380,2797314,3,0.113895216
2793735,2795332,3,0.113895216
3754917,3351696,3,0.113895216
2797456,2793623,3,0.113895216
2793831,2797279,3,0.113895216
2793677,2793623,3,0.113895216
2795418,3386734,3,0.113895216
2797574,2793663,3,0.113895216
3730176,2797279,3,0.113895216
2795388,3844450,3,0.113895216
3451086,2797476,3,0.113895216
2797540,2793533,3,0.113895216
2795299,3836431,3,0.113895216
2797332,3704554,3,0.113895216
2795315,1761423,3,0.113895216
2795330,2793714,3,0.113895216
2795367,1761423,6,0.227790433
3244591,2793771,3,0.113895216
3836431,3272972,297,11.27562642
2795416,2833558,6,0.227790433
2793803,2793623,3,0.113895216
2849141,3202589,3,0.113895216
2797362,2793533,3,0.113895216
2793618,3273382,6,0.227790433
2797482,1761423,3,0.113895216
3112036,2795410,12,0.455580866
2795420,2795384,3,0.113895216
2793621,3836431,3,0.113895216
2814088,3792630,3,0.113895216
2797543,3836431,3,0.113895216
2793516,2833558,3,0.113895216
2793709,1761423,12,0.455580866
2817399,3836431,6,0.227790433
2797307,3836431,6,0.227790433
2797548,2833558,3,0.113895216
2797427,3386734,3,0.113895216
3832705,3273382,3,0.113895216
2797408,3836431,3,0.113895216
2793697,2797476,3,0.113895216
2793852,2833558,3,0.113895216
2797314,2797310,15,0.569476082
3780557,3836431,3,0.113895216
2797451,2795384,3,0.113895216
2797573,2795410,3,0.113895216
2797284,3447928,3,0.113895216
3407640,3441250,3,0.113895216
2793619,2852638,3,0.113895216
2793771,3836431,9,0.341685649
2797505,2797358,3,0.113895216
3275441,3273382,3,0.113895216
2849134,2833577,3,0.113895216
2793764,2833558,9,0.341685649
2795355,3218968,3,0.113895216
2774540,3844450,3,0.113895216
3555311,3704554,3,0.113895216
2793586,3836431,3,0.113895216
3329526,3694830,3,0.113895216
3531896,2849122,3,0.113895216
2775997,2795361,3,0.113895216
2793759,3068016,3,0.113895216
2797474,2795328,3,0.113895216
2793583,3441250,3,0.113895216
2849417,2849120,3,0.113895216
2797500,1761423,3,0.113895216
2797502,2793533,3,0.113895216
3487233,3836431,3,0.113895216
2851810,2797307,3,0.113895216
2793703,2797279,3,0.113895216
2795305,2851129,3,0.113895216
3003210,2904748,3,0.113895216
2793820,2851129,3,0.113895216
2793865,2852638,6,0.227790433
3368240,3836431,6,0.227790433
3202589,2795336,87,3.302961276
3675803,3836431,3,0.113895216
2793671,2795410,3,0.113895216
2793713,3447928,3,0.113895216
2797294,2793533,3,0.113895216
2812246,2833577,3,0.113895216
2797366,2797358,3,0.113895216
2827231,2795410,9,0.341685649
2793531,2795410,24,0.911161731
2797529,3836431,3,0.113895216
2797283,2849120,3,0.113895216
3145117,2990474,3,0.113895216
2793588,3836431,3,0.113895216
3056932,2793771,3,0.113895216
2793670,2797361,3,0.113895216
2793873,2795332,3,0.113895216
2797570,2793533,9,0.341685649
2797278,3836431,3,0.113895216
2793535,2793533,3,0.113895216
2795417,3836431,3,0.113895216
2793752,2833558,3,0.113895216
2795322,3273382,3,0.113895216
2797280,2797358,3,0.113895216
2849122,2833558,15,0.569476082
2795328,3836431,9,0.341685649
2795382,1761423,3,0.113895216
2795358,3836431,3,0.113895216
3273382,2797310,68,2.581624905
2797521,3704554,3,0.113895216
2797287,3836431,3,0.113895216
2793761,3836431,3,0.113895216
2849429,3273382,3,0.113895216
2797273,3704554,3,0.113895216
3068016,3836431,9,0.341685649
2797425,2852638,3,0.113895216
2793704,2833558,3,0.113895216
2797367,3836431,3,0.113895216
2832659,2797358,6,0.227790433
2797490,1761423,3,0.113895216
2795375,1761423,3,0.113895216
2795304,3836431,3,0.113895216
2793821,2795336,3,0.113895216
2793657,3273382,9,0.341685649
2797531,2797358,3,0.113895216
2797372,2795319,3,0.113895216
2793737,3218968,3,0.113895216
3487236,2797476,3,0.113895216
2793781,2795332,3,0.113895216
2797566,3836431,6,0.227790433
2793708,1761423,3,0.113895216
3487229,2851129,6,0.227790433
2795365,3836431,3,0.113895216
3425700,2990474,3,0.113895216
2795395,2795410,3,0.113895216
3706317,2793865,3,0.113895216
2795402,2851129,3,0.113895216
2797295,1761423,3,0.113895216
2793858,3836431,3,0.113895216
2797476,2852638,12,0.455580866
2793526,2793618,3,0.113895216
2797310,2958247,104,3.948367502
2793782,3836431,3,0.113895216
2793663,3836431,6,0.227790433
2793665,2797579,3,0.113895216
3411985,3836431,3,0.113895216
2797494,3704554,3,0.113895216
2797472,3836431,3,0.113895216
2797361,2795410,6,0.227790433
3764154,2797358,3,0.113895216
2797446,2833558,3,0.113895216
2793877,3836431,3,0.113895216
2793698,2797314,3,0.113895216
2797577,3351696,3,0.113895216
3487225,3273382,3,0.113895216
2797524,1761423,3,0.113895216
2797542,2793657,3,0.113895216
2797397,2795416,3,0.113895216
3310833,2797310,3,0.113895216
3148903,3836431,3,0.113895216
2797279,1761423,12,0.455580866
2821022,2797310,3,0.113895216
2794699,3447928,3,0.113895216
2793763,2793533,3,0.113895216
2797501,2990474,3,0.113895216
2793617,1761423,3,0.113895216
2793575,2797358,3,0.113895216
2793532,1761423,3,0.113895216
2797508,2797314,3,0.113895216
3780556,2793533,3,0.113895216
3724628,3351696,3,0.113895216
3461920,2795410,3,0.113895216
2797567,2795410,3,0.113895216
2849120,3079581,12,0.455580866
2793762,3704554,3,0.113895216
2793623,3273382,15,0.569476082
2797316,2793878,3,0.113895216
2793702,2848624,3,0.113895216
3273200,3836431,3,0.113895216
3661337,2797566,3,0.113895216
2833576,3836431,3,0.113895216
2944405,3069006,3,0.113895216
2833589,2990474,3,0.113895216
2833558,2851129,117,4.44191344
2843536,3386734,3,0.113895216
2833582,2830643,3,0.113895216
2829919,3273382,3,0.113895216
2828296,3272972,3,0.113895216
2828018,2849120,3,0.113895216
2852639,3079581,3,0.113895216
2852641,3273382,3,0.113895216
2833577,2833558,9,0.341685649
2833613,3351696,3,0.113895216
3333879,3272972,6,0.227790433
3351696,1761423,33,1.25284738
2851143,2795384,3,0.113895216
2833583,3441250,3,0.113895216
3353626,3202589,3,0.113895216
3694742,2851129,3,0.113895216
3694830,3112036,9,0.341685649
2833594,2851129,3,0.113895216
2828002,2833558,3,0.113895216
2833588,2851136,3,0.113895216
2828951,2797358,3,0.113895216
2851141,2851129,3,0.113895216
3525031,2851129,3,0.113895216
2988053,2851145,3,0.113895216
3316786,3351696,9,0.341685649
2833595,2833558,3,0.113895216
3081927,2793709,3,0.113895216
2862097,3069006,3,0.113895216
2851129,1761423,493,18.71678056
3704554,3202589,30,1.138952164
2851146,3351696,3,0.113895216
3379871,2833558,3,0.113895216
3334575,3836431,6,0.227790433
3113804,2795410,27,1.025056948
2851140,2851129,3,0.113895216
2851310,2795410,3,0.113895216
2828292,2793657,3,0.113895216
2851136,2795336,35,1.328777525
2828964,2793764,3,0.113895216
3396843,2851129,6,0.227790433
2828021,2797334,3,0.113895216
2828956,2852638,3,0.113895216
3273723,3351696,6,0.227790433
2851261,2793764,3,0.113895216
2828957,3694830,3,0.113895216
2851145,2851129,6,0.227790433
2848621,3386734,3,0.113895216
3079581,2851136,30,1.138952164
3354243,3202589,3,0.113895216
3386734,3202589,33,1.25284738
2828953,2797334,3,0.113895216
3354606,3202589,3,0.113895216
3792630,2833558,12,0.455580866
2828004,3396843,3,0.113895216
2848624,3202589,6,0.227790433
3283851,2833558,3,0.113895216
2848625,2833558,3,0.113895216
3844450,3113804,15,0.569476082
3441250,2852638,12,0.455580866
2848626,3113804,3,0.113895216
2828289,3386734,3,0.113895216
3575478,2851129,3,0.113895216
2833586,2851129,3,0.113895216
2833566,2851129,3,0.113895216
2833572,3704554,3,0.113895216
3049896,2795410,3,0.113895216
2833591,2852638,3,0.113895216
3272972,2851129,307,11.65527715
2822970,3113804,3,0.113895216
2828291,2795410,3,0.113895216
2828003,3273723,3,0.113895216
3447928,2833558,24,0.911161731
3159164,3079581,6,0.227790433
2990474,2795410,18,0.683371298
2904748,2795332,6,0.227790433
2852638,2795410,48,1.822323462
2817452,2832388,6,0.227790433
2812067,2899096,3,0.113895216
2815807,3524332,3,0.113895216
2835792,2835842,3,0.113895216
2835806,2936961,3,0.113895216
2813700,3316958,24,0.911161731
2813757,2817452,3,0.113895216
2835544,2835499,3,0.113895216
2835499,2834987,6,0.227790433
2835649,2892709,3,0.113895216
2832546,2834879,3,0.113895216
2817429,2966032,9,0.341685649
3582301,2835842,3,0.113895216
2813882,2899096,3,0.113895216
2813689,2892709,3,0.113895216
2811993,2899096,3,0.113895216
3779433,3680716,3,0.113895216
3425170,3466437,3,0.113895216
2815805,2836057,3,0.113895216
2813078,2827090,6,0.227790433
2835970,2899130,3,0.113895216
2815822,2940382,6,0.227790433
2835158,2936961,3,0.113895216
2866919,3316958,3,0.113895216
2792552,2830832,3,0.113895216
2813745,2827090,3,0.113895216
2817441,2940382,3,0.113895216
3613776,2832357,3,0.113895216
2812130,2832380,3,0.113895216
2934452,2813700,3,0.113895216
2813071,2813700,9,0.341685649
2838789,2832426,3,0.113895216
2816169,2899130,3,0.113895216
2793315,2895252,3,0.113895216
2819469,2834996,3,0.113895216
2817120,3122027,3,0.113895216
2835678,2892709,3,0.113895216
2811994,2899096,3,0.113895216
2793334,2813673,3,0.113895216
2812043,2832388,3,0.113895216
2815811,2832389,3,0.113895216
2815817,2892765,15,0.569476082
2811942,2827090,3,0.113895216
3746471,2892742,3,0.113895216
2813673,2832388,6,0.227790433
2812098,2832388,3,0.113895216
2813639,2832388,3,0.113895216
2831125,2892714,3,0.113895216
2813076,2831718,3,0.113895216
2831416,2892714,3,0.113895216
2796388,2830832,3,0.113895216
2803448,2966032,3,0.113895216
2811957,2899096,3,0.113895216
2812054,2832368,6,0.227790433
2813637,2827086,3,0.113895216
3702793,3316958,12,0.455580866
2835842,2899130,9,0.341685649
2813819,2899096,3,0.113895216
2832323,3316958,15,0.569476082
2830845,2940382,3,0.113895216
2831716,3316958,3,0.113895216
2832000,3316958,3,0.113895216
2832259,2889072,3,0.113895216
3584571,2815817,3,0.113895216
2829019,3033573,3,0.113895216
2827033,3688472,3,0.113895216
3613185,3702055,3,0.113895216
2832389,2832323,6,0.227790433
3240988,2861182,3,0.113895216
2832355,2835092,3,0.113895216
2832424,3316958,3,0.113895216
2832291,2936961,3,0.113895216
2832483,2892747,3,0.113895216
3241150,2861726,3,0.113895216
2832422,3702793,3,0.113895216
2832436,2966032,3,0.113895216
2829022,3316958,3,0.113895216
3298699,2861726,3,0.113895216
2832431,2861708,3,0.113895216
3306960,2861726,3,0.113895216
2827084,3134870,3,0.113895216
2832482,2892747,3,0.113895216
3298786,2861726,3,0.113895216
2832353,3316958,3,0.113895216
2832362,2832430,3,0.113895216
2832443,2813700,3,0.113895216
2832335,3316958,3,0.113895216
2832495,3688472,3,0.113895216
2836574,2827100,3,0.113895216
3371815,2861182,3,0.113895216
3242567,2861182,3,0.113895216
2832282,3316958,3,0.113895216
3299408,2861182,3,0.113895216
2829016,2861708,3,0.113895216
3298904,2861182,3,0.113895216
2828941,2892747,3,0.113895216
2832333,3316958,3,0.113895216
3241053,2861182,3,0.113895216
2829064,2960512,3,0.113895216
3371973,3316958,3,0.113895216
2832550,3617721,3,0.113895216
3298360,2861182,3,0.113895216
2836569,2827100,6,0.227790433
2832277,2861726,3,0.113895216
2825099,3136681,3,0.113895216
2832465,2940382,3,0.113895216
2829661,3732462,3,0.113895216
2825079,2940382,3,0.113895216
2832258,2815817,3,0.113895216
3241146,2861726,3,0.113895216
2830977,2861726,3,0.113895216
3613214,3316958,3,0.113895216
3242793,2861182,3,0.113895216
3241152,2861182,3,0.113895216
3240998,2861182,3,0.113895216
2827087,3582852,3,0.113895216
2829015,3729044,3,0.113895216
3729447,3316958,3,0.113895216
2830846,2889072,9,0.341685649
2832385,2894187,3,0.113895216
2825093,2892741,3,0.113895216
2827061,2861726,3,0.113895216
2834879,2892737,27,1.025056948
2827108,2940382,3,0.113895216
3302908,2861726,3,0.113895216
3644867,3316958,3,0.113895216
2832456,2861726,3,0.113895216
3299181,2861726,3,0.113895216
2827111,2940382,3,0.113895216
3305775,2861726,3,0.113895216
2827090,3316958,21,0.797266515
3299406,2861182,3,0.113895216
2832374,2940382,3,0.113895216
2832480,2827090,3,0.113895216
3061880,2889072,3,0.113895216
3729044,3316958,48,1.822323462
2832371,2892728,3,0.113895216
2834853,2827100,3,0.113895216
2832450,3136681,3,0.113895216
2832287,2940382,3,0.113895216
2832320,3079695,3,0.113895216
2832339,2861182,3,0.113895216
2832461,3316958,3,0.113895216
2827114,2861708,3,0.113895216
2832454,3316958,3,0.113895216
2832426,2836057,21,0.797266515
2831720,2815817,3,0.113895216
2832390,2894166,3,0.113895216
3645230,3316958,3,0.113895216
2827078,3316958,6,0.227790433
2832504,2861708,3,0.113895216
3364165,2940382,3,0.113895216
3645226,2827100,3,0.113895216
2832260,2894168,3,0.113895216
3363261,2861726,3,0.113895216
3809784,2836057,6,0.227790433
2832400,2892709,3,0.113895216
2832366,2861708,3,0.113895216
2832520,2861708,3,0.113895216
3306160,2861726,3,0.113895216
3241073,2861182,3,0.113895216
2832507,2861726,3,0.113895216
3371800,2892737,6,0.227790433
2832380,2834996,9,0.341685649
2834885,2827100,3,0.113895216
2825085,2892772,3,0.113895216
2832276,2834996,3,0.113895216
2834846,3617721,3,0.113895216
2832302,3316958,9,0.341685649
2832449,2940382,3,0.113895216
2832298,3316958,3,0.113895216
2827039,2861726,3,0.113895216
3241511,2861726,3,0.113895216
2831717,3316958,3,0.113895216
3298903,2861726,3,0.113895216
2832435,3524332,3,0.113895216
3364108,2936961,3,0.113895216
2966032,2892747,33,1.25284738
3241071,2861726,3,0.113895216
2829043,2894166,3,0.113895216
2832469,2889072,3,0.113895216
3108487,2940382,3,0.113895216
3613236,2827090,3,0.113895216
3297050,2861726,3,0.113895216
2829052,3702793,3,0.113895216
2971038,2861182,3,0.113895216
2827097,2940382,3,0.113895216
3298488,2861726,3,0.113895216
2827065,2889072,3,0.113895216
2832279,3079695,3,0.113895216
2832473,2835092,3,0.113895216
2827064,2892747,3,0.113895216
2830848,2861708,3,0.113895216
2829075,2861726,3,0.113895216
2831710,3316958,3,0.113895216
2832487,2966032,3,0.113895216
3244120,2861182,3,0.113895216
2828748,2940382,3,0.113895216
3111613,2892770,3,0.113895216
2827026,2861726,3,0.113895216
2831721,2940382,3,0.113895216
2832304,3316958,3,0.113895216
3299405,2861182,3,0.113895216
2829011,2861708,3,0.113895216
2830835,2894168,3,0.113895216
2832383,2861182,3,0.113895216
2832404,3729044,3,0.113895216
2900321,2899100,3,0.113895216
2830839,2861708,3,0.113895216
2829051,2827078,3,0.113895216
2832264,2813078,3,0.113895216
2827054,2834987,3,0.113895216
2829067,2894168,3,0.113895216
3363227,2861708,3,0.113895216
2832368,3729044,9,0.341685649
2832285,2830846,3,0.113895216
2827058,2892747,3,0.113895216
2830976,2940382,3,0.113895216
2832459,3316958,3,0.113895216
2832309,3729044,3,0.113895216
2832407,2889072,3,0.113895216
2827043,2861182,3,0.113895216
2831701,2940382,3,0.113895216
2832313,2861182,3,0.113895216
2832266,3316958,3,0.113895216
2827104,3688472,3,0.113895216
3240972,2861182,3,0.113895216
2832263,2892737,3,0.113895216
2827070,2832323,3,0.113895216
2828929,2894187,3,0.113895216
3241512,2861182,3,0.113895216
2827016,3316958,3,0.113895216
2832406,3688472,3,0.113895216
2832381,2861708,3,0.113895216
2973642,2861708,3,0.113895216
3363226,2815817,3,0.113895216
2832479,2834996,6,0.227790433
2831711,2966032,3,0.113895216
2978048,2889072,3,0.113895216
2869270,3316958,3,0.113895216
2829668,2827100,3,0.113895216
2832444,3729044,3,0.113895216
2827042,2889072,3,0.113895216
2827029,3136681,6,0.227790433
2832360,2861708,3,0.113895216
2827037,3316958,3,0.113895216
2828943,2892747,3,0.113895216
2827030,2861182,3,0.113895216
2832365,3524332,3,0.113895216
2828930,3316958,3,0.113895216
